Cromossomo  -  Fitness
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,0,0,1,1  -     830
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,1,1,1,1,0,1,1  -     0
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,0,0  -     890
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,0,1  -     895
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,1,1,1,1,0,1,1  -     0
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,1,1,1  -     0
1,0,1,1,1,0,1,1  -     900
1,1,1,1,1,0,1,1  -     0
1,0,1,1,0,0,1,1  -     830
1,0,1,1,1,0,1,1  -     900
1,0,1,1,1,0,1,1  -     900
